date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:52	267366/267366	---M--	200	added ('OK')	image/jpeg	etag:W/%2241466-1851b5119ad%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI3.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI3.jpg	(from https://mamba.scienceturtles.com/)
17:59:53	219385/219385	---M--	200	added ('OK')	image/jpeg	etag:W/%22358f9-1851b5113e1%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI4.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI4.jpg	(from https://mamba.scienceturtles.com/)
17:59:53	242533/242533	---M--	200	added ('OK')	image/jpeg	etag:W/%223b365-1851b510deb%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI5.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI5.jpg	(from https://mamba.scienceturtles.com/)
17:59:53	218162/218162	---M--	200	added ('OK')	image/jpeg	etag:W/%2235432-1851b510b1c%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI6.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI6.jpg	(from https://mamba.scienceturtles.com/)
17:59:53	202165/202165	---M--	200	added ('OK')	image/jpeg	etag:W/%22315b5-1851b510a8b%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI7.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI7.jpg	(from https://mamba.scienceturtles.com/)
17:59:53	198422/198422	---M--	200	added ('OK')	image/jpeg	etag:W/%2230716-1851b510a10%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI8.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI8.jpg	(from https://mamba.scienceturtles.com/)
17:59:54	202625/202625	---M--	200	added ('OK')	image/jpeg	etag:W/%2231781-1851b510989%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI9.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI9.jpg	(from https://mamba.scienceturtles.com/)
17:59:54	249252/249252	---M--	200	added ('OK')	image/jpeg	etag:W/%223cda4-1851b5124f7%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI10.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI10.jpg	(from https://mamba.scienceturtles.com/)
17:59:54	290696/290696	---M--	200	added ('OK')	image/jpeg	etag:W/%2246f88-1851b512474%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI11.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI11.jpg	(from https://mamba.scienceturtles.com/)
17:59:54	312510/312510	---M--	200	added ('OK')	image/jpeg	etag:W/%224c4be-1851b5123e6%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI12.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI12.jpg	(from https://mamba.scienceturtles.com/)
17:59:55	266410/266410	---M--	200	added ('OK')	image/jpeg	etag:W/%22410aa-1851b51234c%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI13.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI13.jpg	(from https://mamba.scienceturtles.com/)
17:59:55	145429/145429	---M--	200	added ('OK')	image/jpeg	etag:W/%2223815-1851b5122b8%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI14.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI14.jpg	(from https://mamba.scienceturtles.com/)
17:59:55	254395/254395	---M--	200	added ('OK')	image/jpeg	etag:W/%223e1bb-1851b512242%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI15.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI15.jpg	(from https://mamba.scienceturtles.com/)
17:59:55	345347/345347	---M--	200	added ('OK')	image/png	etag:W/%2254503-1851b5121c1%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI16.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI16.png	(from https://mamba.scienceturtles.com/)
17:59:55	244005/244005	---M--	200	added ('OK')	image/jpeg	etag:W/%223b925-1851b51212a%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI17.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI17.jpg	(from https://mamba.scienceturtles.com/)
17:59:56	312792/312792	---M--	200	added ('OK')	image/jpeg	etag:W/%224c5d8-1851b5120a3%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI18.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI18.jpg	(from https://mamba.scienceturtles.com/)
17:59:56	220462/220462	---M--	200	added ('OK')	image/jpeg	etag:W/%2235d2e-1851b51200c%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI19.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI19.jpg	(from https://mamba.scienceturtles.com/)
17:59:56	214274/214274	---M--	200	added ('OK')	image/jpeg	etag:W/%2234502-1851b511ef8%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI20.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI20.jpg	(from https://mamba.scienceturtles.com/)
17:59:56	202688/202688	---M--	200	added ('OK')	image/jpeg	etag:W/%22317c0-1851b511e66%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI21.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI21.jpg	(from https://mamba.scienceturtles.com/)
17:59:57	201920/201920	---M--	200	added ('OK')	image/jpeg	etag:W/%22314c0-1851b511de9%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI22.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI22.jpg	(from https://mamba.scienceturtles.com/)
17:59:57	220199/220199	---M--	200	added ('OK')	image/jpeg	etag:W/%2235c27-1851b511d60%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI23.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI23.jpg	(from https://mamba.scienceturtles.com/)
17:59:57	253845/253845	---M--	200	added ('OK')	image/jpeg	etag:W/%223df95-1851b511cc9%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI24.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI24.jpg	(from https://mamba.scienceturtles.com/)
17:59:57	540134/540134	---M--	200	added ('OK')	image/png	etag:W/%2283de6-1851b511c33%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI26.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI26.png	(from https://mamba.scienceturtles.com/)
17:59:57	349772/349772	---M--	200	added ('OK')	image/png	etag:W/%225564c-1851b511b71%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI27.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI27.png	(from https://mamba.scienceturtles.com/)
17:59:58	226306/226306	---M--	200	added ('OK')	image/jpeg	etag:W/%2237402-1851b511ad7%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI28.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI28.jpg	(from https://mamba.scienceturtles.com/)
17:59:58	238967/238967	---M--	200	added ('OK')	image/jpeg	etag:W/%223a577-1851b511a45%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI29.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI29.jpg	(from https://mamba.scienceturtles.com/)
17:59:58	423575/423575	---M--	200	added ('OK')	image/png	etag:W/%2267697-1851b511866%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI30.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI30.png	(from https://mamba.scienceturtles.com/)
17:59:58	287077/287077	---M--	200	added ('OK')	image/jpeg	etag:W/%2246165-1851b511758%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI31.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI31.jpg	(from https://mamba.scienceturtles.com/)
17:59:59	212837/212837	---M--	200	added ('OK')	image/jpeg	etag:W/%2233f65-1851b5116c5%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI33.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI33.jpg	(from https://mamba.scienceturtles.com/)
17:59:59	231660/231660	---M--	200	added ('OK')	image/jpeg	etag:W/%22388ec-1851b511642%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI34.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI34.jpg	(from https://mamba.scienceturtles.com/)
17:59:59	248894/248894	---M--	200	added ('OK')	image/jpeg	etag:W/%223cc3e-1851b51150f%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI37.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI37.jpg	(from https://mamba.scienceturtles.com/)
17:59:59	316949/316949	---M--	200	added ('OK')	image/jpeg	etag:W/%224d615-1851b51147c%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI39.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI39.jpg	(from https://mamba.scienceturtles.com/)
17:59:59	262333/262333	---M--	200	added ('OK')	image/jpeg	etag:W/%22400bd-1851b511360%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI40.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI40.jpg	(from https://mamba.scienceturtles.com/)
18:00:00	244376/244376	---M--	200	added ('OK')	image/jpeg	etag:W/%223ba98-1851b5112d6%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI41.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI41.jpg	(from https://mamba.scienceturtles.com/)
18:00:00	243150/243150	---M--	200	added ('OK')	image/jpeg	etag:W/%223b5ce-1851b511247%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI42.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI42.jpg	(from https://mamba.scienceturtles.com/)
18:00:00	51873/51873	---M--	200	added ('OK')	image/jpeg	etag:W/%22caa1-1851b5111b7%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI43.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI43.jpg	(from https://mamba.scienceturtles.com/)
18:00:00	56179/56179	---M--	200	added ('OK')	image/jpeg	etag:W/%22db73-1851b511147%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI44.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI44.jpg	(from https://mamba.scienceturtles.com/)
18:00:01	262841/262841	---M--	200	added ('OK')	image/jpeg	etag:W/%22402b9-1851b5110da%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI45.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI45.jpg	(from https://mamba.scienceturtles.com/)
18:00:01	259625/259625	---M--	200	added ('OK')	image/jpeg	etag:W/%223f629-1851b511046%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI46.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI46.jpg	(from https://mamba.scienceturtles.com/)
18:00:01	279250/279250	---M--	200	added ('OK')	image/jpeg	etag:W/%22442d2-1851b510fb4%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI47.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI47.jpg	(from https://mamba.scienceturtles.com/)
18:00:01	348668/348668	---M--	200	added ('OK')	image/jpeg	etag:W/%22551fc-1851b510f1b%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI48.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI48.jpg	(from https://mamba.scienceturtles.com/)
18:00:01	303773/303773	---M--	200	added ('OK')	image/jpeg	etag:W/%224a29d-1851b510e82%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI49.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI49.jpg	(from https://mamba.scienceturtles.com/)
18:00:01	196752/196752	---M--	200	added ('OK')	image/jpeg	etag:W/%2230090-1851b510d5f%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI53.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI53.jpg	(from https://mamba.scienceturtles.com/)
18:00:02	332242/332242	---M--	200	added ('OK')	image/png	etag:W/%22511d2-1851b510ce4%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI54.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI54.png	(from https://mamba.scienceturtles.com/)
18:00:02	290345/290345	---M--	200	added ('OK')	image/jpeg	etag:W/%2246e29-1851b510c49%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI55.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI55.jpg	(from https://mamba.scienceturtles.com/)
18:00:02	246758/246758	---M--	200	added ('OK')	image/jpeg	etag:W/%223c3e6-1851b510bb2%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/MBUI57.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/MBUI57.jpg	(from https://mamba.scienceturtles.com/)
18:00:02	325991/325991	---M--	200	added ('OK')	image/jpeg	etag:W/%224f967-1851b510845%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-1.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-1.jpg	(from https://mamba.scienceturtles.com/)
18:00:03	305613/305613	---M--	200	added ('OK')	image/jpeg	etag:W/%224a9cd-1851b510741%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-2.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-2.jpg	(from https://mamba.scienceturtles.com/)
18:00:03	315990/315990	---M--	200	added ('OK')	image/jpeg	etag:W/%224d256-1851b5106ad%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-3.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-3.jpg	(from https://mamba.scienceturtles.com/)
18:00:03	288509/288509	---M--	200	added ('OK')	image/jpeg	etag:W/%22466fd-1851b51055a%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-4.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-4.jpg	(from https://mamba.scienceturtles.com/)
18:00:03	288573/288573	---M--	200	added ('OK')	image/jpeg	etag:W/%224673d-1851b510452%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-5.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-5.jpg	(from https://mamba.scienceturtles.com/)
18:00:03	278079/278079	---M--	200	added ('OK')	image/jpeg	etag:W/%2243e3f-1851b51032c%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-6.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-6.jpg	(from https://mamba.scienceturtles.com/)
18:00:04	721972/721972	---M--	200	added ('OK')	image/jpeg	etag:W/%22b0434-1851b51029d%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-7.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-7.jpg	(from https://mamba.scienceturtles.com/)
18:00:04	694801/694801	---M--	200	added ('OK')	image/jpeg	etag:W/%22a9a11-1851b5101bb%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-8.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-8.jpg	(from https://mamba.scienceturtles.com/)
18:00:04	666580/666580	---M--	200	added ('OK')	image/jpeg	etag:W/%22a2bd4-1851b5100de%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-9.jpg	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-9.jpg	(from https://mamba.scienceturtles.com/)
18:00:04	142992/142992	---M--	200	added ('OK')	image/png	etag:W/%2222e90-1851b5107b6%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-1.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-1.png	(from https://mamba.scienceturtles.com/)
18:00:04	554517/554517	---M--	200	added ('OK')	image/png	etag:W/%2287615-1851b510614%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-3.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-3.png	(from https://mamba.scienceturtles.com/)
18:00:05	623369/623369	---M--	200	added ('OK')	image/png	etag:W/%2298309-1851b51090a%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/image.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/image.png	(from https://mamba.scienceturtles.com/)
18:00:05	216186/216186	---M--	200	added ('OK')	image/png	etag:W/%2234c7a-1851b510006%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown.png	(from https://mamba.scienceturtles.com/)
18:00:05	259620/259620	---M--	200	added ('OK')	image/png	etag:W/%223f624-1851b5103be%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-5.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-5.png	(from https://mamba.scienceturtles.com/)
18:00:05	177722/177722	---M--	200	added ('OK')	image/png	etag:W/%222b63a-1851b5104c9%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/unknown-4.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/unknown-4.png	(from https://mamba.scienceturtles.com/)
18:00:05	621531/621531	---M--	200	added ('OK')	image/png	etag:W/%2297bdb-1856e4278e3%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/image-01.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/image-01.png	(from https://mamba.scienceturtles.com/)
18:00:06	241492/241492	---M--	200	added ('OK')	image/png	etag:W/%223af54-1856e420321%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/image-1.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/image-1.png	(from https://mamba.scienceturtles.com/)
18:00:06	184297/184297	---M--	200	added ('OK')	image/png	etag:W/%222cfe9-1856e420399%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/image-2.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/image-2.png	(from https://mamba.scienceturtles.com/)
18:00:06	309744/309744	---M--	200	added ('OK')	image/png	etag:W/%224b9f0-1856e4205ea%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/image-3.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/image-3.png	(from https://mamba.scienceturtles.com/)
18:00:06	385889/385889	---M--	200	added ('OK')	image/png	etag:W/%225e361-1856e420519%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/image-4.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/image-4.png	(from https://mamba.scienceturtles.com/)
18:00:06	339301/339301	---M--	200	added ('OK')	image/png	etag:W/%2252d65-1856e420654%22	https://www.scienceturtles.com/mambaassets/img/portfimgs/image-5.png	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/img/portfimgs/image-5.png	(from https://mamba.scienceturtles.com/)
18:00:07	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jan%202023%2017:59:59%20GMT	https://cdn.discordapp.com/avatars/342318875389460480/9d84e97c7ce3a3a86ebab3207c0298ed.png?size=160	C:/My%20Web%20Sites/Portfolio/cdn.discordapp.com/avatars/342318875389460480/9d84e97c7ce3a3a86ebab3207c0298ed.4bd3b9.delayed	(from https://mamba.scienceturtles.com/)
18:00:07	30828/30828	---M--	200	added ('OK')	image/png	date:Thu,%2019%20May%202022%2009:43:18%20GMT	https://cdn.discordapp.com/avatars/143804030550933504/083a227e5308dff930a354574a713fdb.png?size=160	C:/My%20Web%20Sites/Portfolio/cdn.discordapp.com/avatars/143804030550933504/083a227e5308dff930a354574a713fdbd3b9.png	(from https://mamba.scienceturtles.com/)
18:00:07	4719/4719	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jan%202023%2017:59:59%20GMT	https://mamba.scienceturtles.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Portfolio/mamba.scienceturtles.com/cdn-cgi/l/email-protection.html	(from https://mamba.scienceturtles.com/)
18:00:07	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263bdbd63-4d7%22	https://mamba.scienceturtles.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Portfolio/mamba.scienceturtles.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://mamba.scienceturtles.com/)
18:00:08	16613/16613	---MCZ	200	added ('OK')	application/javascript	etag:W/%2240e5-1851b50d046%22	https://www.scienceturtles.com/mambaassets/js/scrollreveal.min.js	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/js/scrollreveal.min.js	(from https://mamba.scienceturtles.com/)
18:00:08	6471/6471	---MCZ	200	added ('OK')	application/javascript	etag:W/%221947-1851b50d2f2%22	https://www.scienceturtles.com/mambaassets/js/main.js	C:/My%20Web%20Sites/Portfolio/www.scienceturtles.com/mambaassets/js/main.js	(from https://mamba.scienceturtles.com/)
18:00:08	8445/8445	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622f402b-20fd%22	https://client.crisp.chat/l.js	C:/My%20Web%20Sites/Portfolio/client.crisp.chat/l.js	(from https://mamba.scienceturtles.com/)
18:00:09	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263bdbd63-302c%22	https://mamba.scienceturtles.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/Portfolio/mamba.scienceturtles.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://mamba.scienceturtles.com/)
18:00:09	403228/403228	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226271c-POiqk/26zwHcfv1DP/14PLgVAIE%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.eot?t=1590207869815	C:/My%20Web%20Sites/Portfolio/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.eot	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
